Ã¯Â»Â¿No.,"Author, Specimen ID ",Comments,Cross-section,Test Type and Configuration,Sustained Loading (% Ultimate),Width (mm),Depth (mm),Length (mm),Test Length (mm),Side Cover to Ctr of Tension Bar (mm),Bottom Cover to Ctr of Tension Bar (mm),Top Cover to Ctr of Compression Bar (mm),Reinforcement Design,# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)",# Compression Bars,"Diameter Comp Bars, db,c (mm)",Longitudinal Bar Type,Tension Bar End Anchorage,Lsplice (mm),"fy Longitudinal Bars (Tensile), (MPa) ","fsu Long Bars, (MPa)","Comp Reinforcement Ratio, pcom (%)",# Stirrup Legs,Stirrup Bar Type,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars","Stirrup Volumetric Ratio, ÃÂs",Cement Type,W/C Ratio,Max Aggregate Size (mm),Comp. Test Method,f'c (MPa),Corrosion Method,Cathode Type,"Corrosion Zone Length, Lc (mm)","Corrosion Current Density, Icorr (ÃÂ¼A/cm2)","Duration, (days)",Solution Concetration (% NaCl),Immersion Depth (mm),Wet/Dry Cyclic Ratio (days),"Mass Loss (Tensile bars), ÃÂ·m (%)","Average Sample Length, (mm)","Corrosion Penetration Depth, Xaver (mm)","Shear Span, x (mm)",Py (kN),Pmax (kN),"Mmax,exp (kNm)","Residual Capacity, R (%)",MACI (kNm),"Mmax,exp/ MACI (%)",ÃÂy (mm),ÃÂult (mm),"Elastic Stiffness, k (kN/mm)","Displacement Ductility, ÃÂ¼ÃÂ",Failure Mode,Extra Notes
637,"O'Flaherty and Browne (2019), T8/26-1",Control.,R,SS_FPB_MONO,0,100,150,910,750,24,30,23,T_C,2,8,0.67,2,6,D,H-90,0,460,496.8,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,44.8,C,Control,0,0,0,0,0,N/A,0,0,0,250,51.5,57.5,7.19,100,5.34,134.71,2.45,7.72,21.02,3.15,Flexural-bending (ductile),Average cylindrical compressive strength of each series reported.
638,"O'Flaherty and Browne (2019), T8/26-2",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,30,23,T_C,2,8,0.67,2,6,D,H-90,0,448.21,485.67,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,44.8,IC,Protected compression bars,910,1000,10,3.5,75,N/A,1.4,750,0.028,250,43.7,54.7,6.84,95.13,5.34,128.15,2.45,13.4,17.84,5.47,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
639,"O'Flaherty and Browne (2019), T8/26-3",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,30,23,T_C,2,8,0.67,2,6,D,H-90,0,440.64,478.52,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,44.8,IC,Protected compression bars,910,1000,10,3.5,75,N/A,2.3,750,0.046,250,37.2,43.9,5.49,76.35,5.34,102.84,2.08,10.5,17.88,5.05,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
640,"O'Flaherty and Browne (2019), T8/26-4",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,30,23,T_C,2,8,0.67,2,6,D,H-90,0,388.45,429.24,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,44.8,IC,Protected compression bars,910,1000,24,3.5,75,N/A,8.5,750,0.17,250,28.1,41.6,5.2,72.35,5.34,97.46,1.41,21.5,19.93,15.25,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
641,"O'Flaherty and Browne (2019), T8/26-5",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,30,23,T_C,2,8,0.67,2,6,D,H-90,0,375.82,417.31,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,44.8,IC,Protected compression bars,910,1000,24,3.5,75,N/A,10,750,0.2,250,23.7,35.4,4.43,61.57,5.34,82.93,1.25,13.5,18.96,10.8,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
642,"O'Flaherty and Browne (2019), T8/26-6",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,30,23,T_C,2,8,0.67,2,6,D,H-90,0,329.52,373.59,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,44.8,IC,Protected compression bars,910,1000,31,3.5,75,N/A,15.5,750,0.31,250,13.8,19.4,2.43,33.74,5.34,45.45,0.69,5.93,20,8.59,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
643,"O'Flaherty and Browne (2019), T8/26-7",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,30,23,T_C,2,8,0.67,2,6,D,H-90,0,304.27,349.75,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,44.8,IC,Protected compression bars,910,1000,31,3.5,75,N/A,18.5,750,0.37,250,15.8,20.8,2.6,36.17,5.34,48.73,0.69,8.47,22.9,12.28,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
644,"O'Flaherty and Browne (2019), T8/36-1",Control.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,460,496.8,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,C,Control,0,0,0,0,0,N/A,0,0,0,250,43.75,55.5,6.94,100,4.84,143.29,3,14.3,14.58,4.77,Flexural-bending (ductile),Average cylindrical compressive strength of each series reported.
645,"O'Flaherty and Browne (2019), T8/36-2",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,453.27,490.44,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,10,3.5,75,N/A,0.8,750,0.016,250,51.6,57.1,7.14,102.88,4.84,147.42,2.97,11.6,17.37,3.91,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
646,"O'Flaherty and Browne (2019), T8/36-3",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,452.42,489.65,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,10,3.5,75,N/A,0.9,750,0.018,250,43.6,52.2,6.53,94.05,4.84,134.77,2.75,13.8,15.85,5.02,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
647,"O'Flaherty and Browne (2019), T8/36-4",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,448.21,485.67,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,10,3.5,75,N/A,1.4,750,0.028,250,37.5,45.2,5.65,81.44,4.84,116.69,2.75,15.8,13.64,5.75,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
648,"O'Flaherty and Browne (2019), T8/36-5",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,421.28,460.24,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,14,3.5,75,N/A,4.6,750,0.092,250,35.2,44.7,5.59,80.54,4.84,115.4,2.66,19.7,13.23,7.41,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
649,"O'Flaherty and Browne (2019), T8/36-6",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,388.45,429.24,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,24,3.5,75,N/A,8.5,750,0.17,250,25,35,4.38,63.06,4.84,90.36,1.4,13.7,17.86,9.79,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
650,"O'Flaherty and Browne (2019), T8/36-7",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,379.19,420.49,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,24,3.5,75,N/A,9.6,750,0.192,250,26,34.4,4.3,61.98,4.84,88.81,2.09,15.3,12.44,7.32,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
651,"O'Flaherty and Browne (2019), T8/36-8",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,333.73,377.57,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,31,3.5,75,N/A,15,750,0.3,250,18.5,24.5,3.06,44.14,4.84,63.25,1.65,17.5,11.21,10.61,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
652,"O'Flaherty and Browne (2019), T8/36-9",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,40,23,T_C,2,8,0.67,2,6,D,H-90,0,310.16,355.31,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,42,IC,Protected compression bars,910,1000,31,3.5,75,N/A,17.8,750,0.356,250,13.75,20.9,2.61,37.66,4.84,53.96,0.96,12.24,14.32,12.75,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
653,"O'Flaherty and Browne (2019), T8/56-1",Control.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,460,496.8,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,C,Control,0,0,0,0,0,N/A,0,0,0,250,35.7,41.4,5.18,100,3.91,132.2,2.85,8.21,12.53,2.88,Flexural-bending (ductile),Average cylindrical compressive strength of each series reported.
654,"O'Flaherty and Browne (2019), T8/56-2",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,395.18,435.59,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,24,3.5,75,N/A,7.7,750,0.154,250,23.8,33.9,4.24,81.88,3.91,108.25,2.56,19.4,9.3,7.58,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
655,"O'Flaherty and Browne (2019), T8/56-3",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,415.38,454.67,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,14,3.5,75,N/A,5.3,750,0.106,250,18,33.2,4.15,80.19,3.91,106.02,1.92,21.5,9.38,11.2,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
656,"O'Flaherty and Browne (2019), T8/56-4",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,437.27,475.34,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,10,3.5,75,N/A,2.7,750,0.054,250,34.6,42.9,5.36,103.62,3.91,136.99,3.03,18,11.42,5.94,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
657,"O'Flaherty and Browne (2019), T8/56-5",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,430.54,468.98,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,10,3.5,75,N/A,3.5,750,0.07,250,30,39.2,4.9,94.69,3.91,125.18,2.71,17.4,11.07,6.42,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
658,"O'Flaherty and Browne (2019), T8/56-6",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,401.92,441.95,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,14,3.5,75,N/A,6.9,750,0.138,250,25.6,34.6,4.33,83.57,3.91,110.49,2.71,22.8,9.45,8.41,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
659,"O'Flaherty and Browne (2019), T8/56-7",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,332.89,376.77,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,31,3.5,75,N/A,15.1,750,0.302,250,11.8,17,2.13,41.06,3.91,54.29,1,7.07,11.8,7.07,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
660,"O'Flaherty and Browne (2019), T8/56-8",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,385.08,426.06,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,24,3.5,75,N/A,8.9,750,0.178,250,21.2,26.2,3.28,63.29,3.91,83.66,2.5,7.45,8.48,2.98,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
661,"O'Flaherty and Browne (2019), T8/56-9",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,24,60,23,T_C,2,8,0.67,2,6,D,H-90,0,321.94,366.44,0.377,2,P,85,6,250,0.665,OPC,0.44,20,Cylinder,41.8,IC,Protected compression bars,910,1000,31,3.5,75,N/A,16.4,750,0.328,250,5.95,10,1.25,24.15,3.91,31.93,0.39,4.99,15.26,12.79,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
662,"O'Flaherty and Browne (2019), T10/26-1",Control.,R,SS_FPB_MONO,0,100,150,910,750,25,31,23,T_C,2,10,1.047,2,6,D,H-90,0,460,496.8,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,39.3,C,Control,0,0,0,0,0,N/A,0,0,0,250,75.4,86.9,10.86,100,7.81,139.12,3.31,7.83,22.78,2.37,Flexural-bending (ductile),Average cylindrical compressive strength of each series reported.
663,"O'Flaherty and Browne (2019), T10/26-2",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,31,23,T_C,2,10,1.047,2,6,D,H-90,0,424.64,463.42,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,39.3,IC,Protected compression bars,910,1000,14,3.5,75,N/A,4.2,750,0.105,250,73.4,86.7,10.84,99.77,7.81,138.8,3.42,9.48,21.46,2.77,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
664,"O'Flaherty and Browne (2019), T10/26-3",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,31,23,T_C,2,10,1.047,2,6,D,H-90,0,422.12,461.03,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,39.3,IC,Protected compression bars,910,1000,14,3.5,75,N/A,4.5,750,0.113,250,68.9,82.2,10.28,94.59,7.81,131.6,3.25,9.65,21.2,2.97,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
665,"O'Flaherty and Browne (2019), T10/26-4",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,31,23,T_C,2,10,1.047,2,6,D,H-90,0,438.11,476.13,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,39.3,IC,Protected compression bars,910,1000,10,3.5,75,N/A,2.6,750,0.065,250,55.1,68.4,8.55,78.71,7.81,109.5,2.14,12.8,25.75,5.98,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
666,"O'Flaherty and Browne (2019), T10/26-5",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,31,23,T_C,2,10,1.047,2,6,D,H-90,0,426.33,465,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,39.3,IC,Protected compression bars,910,1000,14,3.5,75,N/A,4,750,0.1,250,49,65,8.13,74.8,7.81,104.06,2.14,11.4,22.9,5.33,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
667,"O'Flaherty and Browne (2019), T10/26-6",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,31,23,T_C,2,10,1.047,2,6,D,H-90,0,405.28,445.13,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,39.3,IC,Protected compression bars,910,1000,14,3.5,75,N/A,6.5,750,0.163,250,47.4,63.9,7.99,73.53,7.81,102.3,1.74,10.1,27.24,5.8,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
668,"O'Flaherty and Browne (2019), T10/26-7",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,31,23,T_C,2,10,1.047,2,6,D,H-90,0,396.87,437.18,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,39.3,IC,Protected compression bars,910,1000,24,3.5,75,N/A,7.5,750,0.188,250,39.3,62.6,7.83,72.04,7.81,100.22,1.74,17.7,22.59,10.17,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
669,"O'Flaherty and Browne (2019), T10/36-1",Control.,R,SS_FPB_MONO,0,100,150,910,750,25,41,23,T_C,2,10,1.047,2,6,D,H-90,0,460,496.8,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,47.8,C,Control,0,0,0,0,0,N/A,0,0,0,250,63.1,75.9,9.49,100,7.22,131.37,3.34,10.9,18.89,3.26,Flexural-bending (ductile),Average cylindrical compressive strength of each series reported.
670,"O'Flaherty and Browne (2019), T10/36-2",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,41,23,T_C,2,10,1.047,2,6,D,H-90,0,438.96,476.93,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,47.8,IC,Protected compression bars,910,1000,10,3.5,75,N/A,2.5,750,0.063,250,58.9,69.5,8.69,91.57,7.22,120.3,2.66,10.3,22.14,3.87,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
671,"O'Flaherty and Browne (2019), T10/36-3",Tensile reinforcement isolated for independent corrosion.,R,SS_FPB_MONO,0,100,150,910,750,25,41,23,T_C,2,10,1.047,2,6,D,H-90,0,432.22,470.57,0.377,2,P,80,6,250,0.707,OPC,0.44,20,Cylinder,47.8,IC,Protected compression bars,910,1000,10,3.5,75,N/A,3.3,750,0.083,250,54.4,70.9,8.86,93.41,7.22,122.72,2.51,14.4,21.67,5.74,Flexural-bending (ductile),"3.5 % Calcium chloride solution used as electrolyte. Hanger bars and stirrups protected, then cathodically charged to induce corrosion in tensile reinforcement. Average cylindrical compressive strength of each series reported. Corroded sample length assumed. "
